participant.label,location,forecast,treated,ASEP,ACEP,AAI,AGII,participant.payoff,participant.id_in_session,participant.code,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.location,session.config.name,session.config.real_world_currency_per_point,session.config.participation_fee,session.config.treatment,Intro.1.id_in_group,Intro.1.role,Intro.1.payoff,Intro.1.wrong_answer_1,Intro.1.wrong_answer_2,Intro.1.CQ_1,Intro.1.CQ_2,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,Baillon.1.id_in_group,Baillon.1.role,Baillon.1.payoff,Baillon.1.review_weather,Baillon.1.review_instructions,Baillon.1.matching_probability,Baillon.1.event_decision,Baillon.1.payment_mechanism,Baillon.1.pivotal_lottery,Baillon.1.pivotal_draw,Baillon.1.group.id_in_subsession,Baillon.1.subsession.round_number,Baillon.1.subsession.pivotal_round,Baillon.1.subsession.lottery_success,Baillon.2.id_in_group,Baillon.2.role,Baillon.2.payoff,Baillon.2.review_weather,Baillon.2.review_instructions,Baillon.2.matching_probability,Baillon.2.event_decision,Baillon.2.payment_mechanism,Baillon.2.pivotal_lottery,Baillon.2.pivotal_draw,Baillon.2.group.id_in_subsession,Baillon.2.subsession.round_number,Baillon.2.subsession.pivotal_round,Baillon.2.subsession.lottery_success,Baillon.3.id_in_group,Baillon.3.role,Baillon.3.payoff,Baillon.3.review_weather,Baillon.3.review_instructions,Baillon.3.matching_probability,Baillon.3.event_decision,Baillon.3.payment_mechanism,Baillon.3.pivotal_lottery,Baillon.3.pivotal_draw,Baillon.3.group.id_in_subsession,Baillon.3.subsession.round_number,Baillon.3.subsession.pivotal_round,Baillon.3.subsession.lottery_success,Baillon.4.id_in_group,Baillon.4.role,Baillon.4.payoff,Baillon.4.review_weather,Baillon.4.review_instructions,Baillon.4.matching_probability,Baillon.4.event_decision,Baillon.4.payment_mechanism,Baillon.4.pivotal_lottery,Baillon.4.pivotal_draw,Baillon.4.group.id_in_subsession,Baillon.4.subsession.round_number,Baillon.4.subsession.pivotal_round,Baillon.4.subsession.lottery_success,Baillon.5.id_in_group,Baillon.5.role,Baillon.5.payoff,Baillon.5.review_weather,Baillon.5.review_instructions,Baillon.5.matching_probability,Baillon.5.event_decision,Baillon.5.payment_mechanism,Baillon.5.pivotal_lottery,Baillon.5.pivotal_draw,Baillon.5.group.id_in_subsession,Baillon.5.subsession.round_number,Baillon.5.subsession.pivotal_round,Baillon.5.subsession.lottery_success,Baillon.6.id_in_group,Baillon.6.role,Baillon.6.payoff,Baillon.6.review_weather,Baillon.6.review_instructions,Baillon.6.matching_probability,Baillon.6.event_decision,Baillon.6.payment_mechanism,Baillon.6.pivotal_lottery,Baillon.6.pivotal_draw,Baillon.6.group.id_in_subsession,Baillon.6.subsession.round_number,Baillon.6.subsession.pivotal_round,Baillon.6.subsession.lottery_success,Baillon.7.id_in_group,Baillon.7.role,Baillon.7.payoff,Baillon.7.review_weather,Baillon.7.review_instructions,Baillon.7.matching_probability,Baillon.7.event_decision,Baillon.7.payment_mechanism,Baillon.7.pivotal_lottery,Baillon.7.pivotal_draw,Baillon.7.group.id_in_subsession,Baillon.7.subsession.round_number,Baillon.7.subsession.pivotal_round,Baillon.7.subsession.lottery_success,Baillon.8.id_in_group,Baillon.8.role,Baillon.8.payoff,Baillon.8.review_weather,Baillon.8.review_instructions,Baillon.8.matching_probability,Baillon.8.event_decision,Baillon.8.payment_mechanism,Baillon.8.pivotal_lottery,Baillon.8.pivotal_draw,Baillon.8.group.id_in_subsession,Baillon.8.subsession.round_number,Baillon.8.subsession.pivotal_round,Baillon.8.subsession.lottery_success,Baillon.9.id_in_group,Baillon.9.role,Baillon.9.payoff,Baillon.9.review_weather,Baillon.9.review_instructions,Baillon.9.matching_probability,Baillon.9.event_decision,Baillon.9.payment_mechanism,Baillon.9.pivotal_lottery,Baillon.9.pivotal_draw,Baillon.9.group.id_in_subsession,Baillon.9.subsession.round_number,Baillon.9.subsession.pivotal_round,Baillon.9.subsession.lottery_success,Baillon.10.id_in_group,Baillon.10.role,Baillon.10.payoff,Baillon.10.review_weather,Baillon.10.review_instructions,Baillon.10.matching_probability,Baillon.10.event_decision,Baillon.10.payment_mechanism,Baillon.10.pivotal_lottery,Baillon.10.pivotal_draw,Baillon.10.group.id_in_subsession,Baillon.10.subsession.round_number,Baillon.10.subsession.pivotal_round,Baillon.10.subsession.lottery_success,Baillon.11.id_in_group,Baillon.11.role,Baillon.11.payoff,Baillon.11.review_weather,Baillon.11.review_instructions,Baillon.11.matching_probability,Baillon.11.event_decision,Baillon.11.payment_mechanism,Baillon.11.pivotal_lottery,Baillon.11.pivotal_draw,Baillon.11.group.id_in_subsession,Baillon.11.subsession.round_number,Baillon.11.subsession.pivotal_round,Baillon.11.subsession.lottery_success,Baillon.12.id_in_group,Baillon.12.role,Baillon.12.payoff,Baillon.12.review_weather,Baillon.12.review_instructions,Baillon.12.matching_probability,Baillon.12.event_decision,Baillon.12.payment_mechanism,Baillon.12.pivotal_lottery,Baillon.12.pivotal_draw,Baillon.12.group.id_in_subsession,Baillon.12.subsession.round_number,Baillon.12.subsession.pivotal_round,Baillon.12.subsession.lottery_success,Outro.1.id_in_group,Outro.1.role,Outro.1.payoff,Outro.1.Age,Outro.1.Gender,Outro.1.Education,Outro.1.Family,Outro.1.Kids,Outro.1.Income,Outro.1.ZIP,Outro.1.Vac,Outro.1.Comprehension,Outro.1.Usage,Outro.1.Temp,Outro.1.Accuracy,Outro.1.Credibility,Outro.1.CLICCS1,Outro.1.CLICCS2,Outro.1.Risk_General,Outro.1.Risk_Weather,Outro.1.group.id_in_subsession,Outro.1.subsession.round_number
003b534f1a63fd88d14a9cd160ede661,Ilomantsi,both,FALSE,0.5233333333333333,0.5133333333333333,-0.036666666666666625,1.03,2,2850,oohvmz98,0,20,20,Outro,Results,2021-09-09T17:37:48Z,1,NA,NA,t2ciiflg,NA,NA,NA,NA,0,random,Baillon,1,2,random,2850,NA,0,0,0,0,0,1,1,2850,NA,0,0,0,55,E1,,NA,NA,1,1,1,1,2850,NA,0,0,0,51,E12,,NA,NA,1,2,1,1,2850,NA,0,0,0,52,E13,,NA,NA,1,3,1,1,2850,NA,0,0,0,51,E23,,NA,NA,1,4,1,1,2850,NA,0,0,0,51,E2,,NA,NA,1,5,1,1,2850,NA,0,0,0,51,E3,,NA,NA,1,6,1,1,2850,NA,0,0,0,51,E1,lottery,55,82,1,7,1,1,2850,NA,0,0,0,52,E12,,NA,NA,1,8,1,1,2850,NA,0,0,0,51,E13,,NA,NA,1,9,1,1,2850,NA,0,0,0,51,E23,,NA,NA,1,10,1,1,2850,NA,0,0,0,51,E2,,NA,NA,1,11,1,1,2850,NA,0,0,0,51,E3,,NA,NA,1,12,1,1,2850,NA,0,20,female,6,single,0,1,07646,yes,yes,3,23,2,4,"Klimaschutz wird nicht ernst genug genommen, Politik hält die schon zu gerinegn ziele nicht ein und es wird auf die falschen energien gesetzt",ich lebe so ökologisch wie es nur persöhnlich mir möglich ist,7,7,1,1
003b534f1a63fd88d14a9cd160ede661,Ilomantsi,both,TRUE,0.51,0.5133333333333333,-0.023333333333333317,0.99,2,2850,oohvmz98,0,20,20,Outro,Results,2021-09-09T17:37:48Z,1,NA,NA,t2ciiflg,NA,NA,NA,NA,0,random,Baillon,1,2,random,2850,NA,0,0,0,0,0,1,1,2850,NA,0,0,0,55,E1,,NA,NA,1,1,1,1,2850,NA,0,0,0,51,E12,,NA,NA,1,2,1,1,2850,NA,0,0,0,52,E13,,NA,NA,1,3,1,1,2850,NA,0,0,0,51,E23,,NA,NA,1,4,1,1,2850,NA,0,0,0,51,E2,,NA,NA,1,5,1,1,2850,NA,0,0,0,51,E3,,NA,NA,1,6,1,1,2850,NA,0,0,0,51,E1,lottery,55,82,1,7,1,1,2850,NA,0,0,0,52,E12,,NA,NA,1,8,1,1,2850,NA,0,0,0,51,E13,,NA,NA,1,9,1,1,2850,NA,0,0,0,51,E23,,NA,NA,1,10,1,1,2850,NA,0,0,0,51,E2,,NA,NA,1,11,1,1,2850,NA,0,0,0,51,E3,,NA,NA,1,12,1,1,2850,NA,0,20,female,6,single,0,1,07646,yes,yes,3,23,2,4,"Klimaschutz wird nicht ernst genug genommen, Politik hält die schon zu gerinegn ziele nicht ein und es wird auf die falschen energien gesetzt",ich lebe so ökologisch wie es nur persöhnlich mir möglich ist,7,7,1,1
00456898f4e535292366028c06772d3c,Weiskirchen,best_guess,FALSE,0.75,0.75,-0.5,1,2,1173,dn8gxqhc,0,20,20,Outro,Results,2021-09-06T17:59:26Z,1,NA,NA,t2ciiflg,NA,NA,NA,NA,0,random,Baillon,1,2,random,1173,NA,0,0,0,0,0,1,1,1173,NA,0,0,0,75,E23,,NA,NA,1,1,1,1,1173,NA,0,0,0,75,E3,,NA,NA,1,2,1,1,1173,NA,0,0,0,75,E1,,NA,NA,1,3,1,1,1173,NA,0,0,0,75,E12,,NA,NA,1,4,1,1,1173,NA,0,0,0,75,E2,,NA,NA,1,5,1,1,1173,NA,0,0,0,75,E13,,NA,NA,1,6,1,1,1173,NA,0,0,0,75,E23,,NA,NA,1,7,1,1,1173,NA,0,0,0,75,E3,,NA,NA,1,8,1,1,1173,NA,0,0,0,75,E1,,NA,NA,1,9,1,1,1173,NA,0,0,0,75,E12,,NA,NA,1,10,1,1,1173,NA,0,0,0,75,E2,,NA,NA,1,11,1,1,1173,NA,0,0,0,75,E13,bet,34,NA,1,12,1,1,1173,NA,0,63,male,7,divorced,1,4,90547,yes,yes,4,16,3,3,steigende Temperaturen und Meeresspiegel - zunehmend stärkere Stürme,"verhalte mich so umwelt- und klimaschonend, wie möglich",2,3,1,1
00456898f4e535292366028c06772d3c,Weiskirchen,best_guess,TRUE,0.75,0.75,-0.5,1,2,1173,dn8gxqhc,0,20,20,Outro,Results,2021-09-06T17:59:26Z,1,NA,NA,t2ciiflg,NA,NA,NA,NA,0,random,Baillon,1,2,random,1173,NA,0,0,0,0,0,1,1,1173,NA,0,0,0,75,E23,,NA,NA,1,1,1,1,1173,NA,0,0,0,75,E3,,NA,NA,1,2,1,1,1173,NA,0,0,0,75,E1,,NA,NA,1,3,1,1,1173,NA,0,0,0,75,E12,,NA,NA,1,4,1,1,1173,NA,0,0,0,75,E2,,NA,NA,1,5,1,1,1173,NA,0,0,0,75,E13,,NA,NA,1,6,1,1,1173,NA,0,0,0,75,E23,,NA,NA,1,7,1,1,1173,NA,0,0,0,75,E3,,NA,NA,1,8,1,1,1173,NA,0,0,0,75,E1,,NA,NA,1,9,1,1,1173,NA,0,0,0,75,E12,,NA,NA,1,10,1,1,1173,NA,0,0,0,75,E2,,NA,NA,1,11,1,1,1173,NA,0,0,0,75,E13,bet,34,NA,1,12,1,1,1173,NA,0,63,male,7,divorced,1,4,90547,yes,yes,4,16,3,3,steigende Temperaturen und Meeresspiegel - zunehmend stärkere Stürme,"verhalte mich so umwelt- und klimaschonend, wie möglich",2,3,1,1
0083029654e908e04a0fb7a8ff8f2be1,Weiskirchen,interval,FALSE,0.03,0.6333333333333333,0.33666666666666667,-0.8099999999999998,12,294,az12cl61,0,20,20,Outro,Results,2021-09-03T19:13:23Z,1,NA,NA,t2ciiflg,NA,NA,NA,NA,0,random,Baillon,1,2,random,294,NA,0,0,0,0,0,1,1,294,NA,0,0,0,10,E13,,NA,NA,1,1,1,1,294,NA,10,0,0,100,E23,bet,78,NA,1,2,1,1,294,NA,0,0,0,2,E3,,NA,NA,1,3,1,1,294,NA,0,0,0,2,E1,,NA,NA,1,4,1,1,294,NA,0,0,0,5,E2,,NA,NA,1,5,1,1,294,NA,0,0,0,80,E12,,NA,NA,1,6,1,1,294,NA,0,0,0,5,E13,,NA,NA,1,7,1,1,294,NA,0,0,0,70,E23,,NA,NA,1,8,1,1,294,NA,0,0,0,50,E3,,NA,NA,1,9,1,1,294,NA,0,0,0,30,E1,,NA,NA,1,10,1,1,294,NA,0,0,0,10,E2,,NA,NA,1,11,1,1,294,NA,0,0,0,5,E12,,NA,NA,1,12,1,1,294,NA,0,60,male,7,married,1,99999,74385,yes,rather yes,3,17,1,1,,,9,7,1,1
0083029654e908e04a0fb7a8ff8f2be1,Weiskirchen,interval,TRUE,0.3,0.26666666666666666,0.4333333333333334,1.0999999999999999,12,294,az12cl61,0,20,20,Outro,Results,2021-09-03T19:13:23Z,1,NA,NA,t2ciiflg,NA,NA,NA,NA,0,random,Baillon,1,2,random,294,NA,0,0,0,0,0,1,1,294,NA,0,0,0,10,E13,,NA,NA,1,1,1,1,294,NA,10,0,0,100,E23,bet,78,NA,1,2,1,1,294,NA,0,0,0,2,E3,,NA,NA,1,3,1,1,294,NA,0,0,0,2,E1,,NA,NA,1,4,1,1,294,NA,0,0,0,5,E2,,NA,NA,1,5,1,1,294,NA,0,0,0,80,E12,,NA,NA,1,6,1,1,294,NA,0,0,0,5,E13,,NA,NA,1,7,1,1,294,NA,0,0,0,70,E23,,NA,NA,1,8,1,1,294,NA,0,0,0,50,E3,,NA,NA,1,9,1,1,294,NA,0,0,0,30,E1,,NA,NA,1,10,1,1,294,NA,0,0,0,10,E2,,NA,NA,1,11,1,1,294,NA,0,0,0,5,E12,,NA,NA,1,12,1,1,294,NA,0,60,male,7,married,1,99999,74385,yes,rather yes,3,17,1,1,,,9,7,1,1
00cb711cf832449a092f6fb185d23ff5,Ilomantsi,both,FALSE,0.4666666666666666,0.5633333333333334,-0.02999999999999997,0.7099999999999997,2,983,1t9o70h3,0,20,20,Outro,Results,2021-09-06T13:52:28Z,1,NA,NA,t2ciiflg,NA,NA,NA,NA,0,random,Baillon,1,2,random,983,NA,0,0,0,0,0,1,1,983,NA,0,0,0,70,E3,,NA,NA,1,1,1,1,983,NA,0,0,0,40,E2,,NA,NA,1,2,1,1,983,NA,0,0,0,30,E13,,NA,NA,1,3,1,1,983,NA,0,0,0,70,E23,,NA,NA,1,4,1,1,983,NA,0,0,0,69,E12,,NA,NA,1,5,1,1,983,NA,0,0,0,30,E1,,NA,NA,1,6,1,1,983,NA,0,0,0,45,E3,,NA,NA,1,7,1,1,983,NA,0,1,0,40,E2,bet,9,NA,1,8,1,1,983,NA,0,0,0,45,E13,,NA,NA,1,9,1,1,983,NA,0,0,0,60,E23,,NA,NA,1,10,1,1,983,NA,0,0,0,60,E12,,NA,NA,1,11,1,1,983,NA,0,0,0,40,E1,,NA,NA,1,12,1,1,983,NA,0,54,female,3,married,1,4,24852,yes,rather not,3,20,3,3,"Die Histerie! Die Doppelmoral der Menschen! Unser bezahlter ""gelber Sack"" , der in anderen Ländern ins Meer gekippt wird. Unsere Dreistigkeit bei der Hesrtellung von E- Autos, welche die Landschaften und die Menschen vernichtet, die zur Herstellung beitragen. Die aktuellen Politiker! Was für armseelige Gestalten! jeder denkt nur an seine Geldbörse! Pfui!","Ich für mich lerne meinen Kindern, dass man Achtung vor der Natur haben muss. Unsere Bauern unterstütze ich, weil Deutschland auf dem Weg ist, sie abzuschaffen! Ich denke, dass die Deutschen erst merken, was sie tun, wenn sie hungern müssen. Und das kommt, zumindest das sie sich einschränken müssen, nicht mehr alles und zu jeder Zeit kaufen können.Wir werden uns umschauen, wenn wirklich GRÜN an die Macht kommt, die Partei der Ahnungslosen, die vor Jahren noch Sex mit Kindern propagiert haben! Ich hoffe, ich bin dann nicht mehr lange in diesem Land, welches ich liebe, obwohl man das ja auch nicht mehr sagen darf. ",8,8,1,1
00cb711cf832449a092f6fb185d23ff5,Ilomantsi,both,TRUE,0.41666666666666663,0.55,0.033333333333333326,0.5999999999999996,2,983,1t9o70h3,0,20,20,Outro,Results,2021-09-06T13:52:28Z,1,NA,NA,t2ciiflg,NA,NA,NA,NA,0,random,Baillon,1,2,random,983,NA,0,0,0,0,0,1,1,983,NA,0,0,0,70,E3,,NA,NA,1,1,1,1,983,NA,0,0,0,40,E2,,NA,NA,1,2,1,1,983,NA,0,0,0,30,E13,,NA,NA,1,3,1,1,983,NA,0,0,0,70,E23,,NA,NA,1,4,1,1,983,NA,0,0,0,69,E12,,NA,NA,1,5,1,1,983,NA,0,0,0,30,E1,,NA,NA,1,6,1,1,983,NA,0,0,0,45,E3,,NA,NA,1,7,1,1,983,NA,0,1,0,40,E2,bet,9,NA,1,8,1,1,983,NA,0,0,0,45,E13,,NA,NA,1,9,1,1,983,NA,0,0,0,60,E23,,NA,NA,1,10,1,1,983,NA,0,0,0,60,E12,,NA,NA,1,11,1,1,983,NA,0,0,0,40,E1,,NA,NA,1,12,1,1,983,NA,0,54,female,3,married,1,4,24852,yes,rather not,3,20,3,3,"Die Histerie! Die Doppelmoral der Menschen! Unser bezahlter ""gelber Sack"" , der in anderen Ländern ins Meer gekippt wird. Unsere Dreistigkeit bei der Hesrtellung von E- Autos, welche die Landschaften und die Menschen vernichtet, die zur Herstellung beitragen. Die aktuellen Politiker! Was für armseelige Gestalten! jeder denkt nur an seine Geldbörse! Pfui!","Ich für mich lerne meinen Kindern, dass man Achtung vor der Natur haben muss. Unsere Bauern unterstütze ich, weil Deutschland auf dem Weg ist, sie abzuschaffen! Ich denke, dass die Deutschen erst merken, was sie tun, wenn sie hungern müssen. Und das kommt, zumindest das sie sich einschränken müssen, nicht mehr alles und zu jeder Zeit kaufen können.Wir werden uns umschauen, wenn wirklich GRÜN an die Macht kommt, die Partei der Ahnungslosen, die vor Jahren noch Sex mit Kindern propagiert haben! Ich hoffe, ich bin dann nicht mehr lange in diesem Land, welches ich liebe, obwohl man das ja auch nicht mehr sagen darf. ",8,8,1,1
00f508c541ecc11b614e9f02856e2c56,Ilomantsi,best_guess,FALSE,0.36666666666666664,0.6833333333333332,-0.04999999999999988,0.050000000000000155,2,2351,23v72344,0,20,20,Outro,Results,2021-09-08T09:57:28Z,1,NA,NA,t2ciiflg,NA,NA,NA,NA,0,random,Baillon,1,2,random,2351,NA,0,0,0,0,0,1,1,2351,NA,0,1,0,70,E23,,NA,NA,1,1,1,1,2351,NA,0,0,0,65,E1,,NA,NA,1,2,1,1,2351,NA,0,0,0,85,E13,,NA,NA,1,3,1,1,2351,NA,0,0,0,20,E2,,NA,NA,1,4,1,1,2351,NA,0,0,0,25,E3,,NA,NA,1,5,1,1,2351,NA,0,0,0,50,E12,,NA,NA,1,6,1,1,2351,NA,0,1,0,70,E23,,NA,NA,1,7,1,1,2351,NA,0,0,0,5,E1,lottery,49,79,1,8,1,1,2351,NA,0,0,0,65,E13,,NA,NA,1,9,1,1,2351,NA,0,1,0,55,E2,,NA,NA,1,10,1,1,2351,NA,0,0,0,10,E3,,NA,NA,1,11,1,1,2351,NA,0,0,0,95,E12,,NA,NA,1,12,1,1,2351,NA,0,26,male,5,single,0,2,21073,yes,rather yes,4,22,3,3,Alle Länder müssen an einem Strang ziehen,Ich alleine kann eh nichts ändern,10,10,1,1
00f508c541ecc11b614e9f02856e2c56,Ilomantsi,best_guess,TRUE,0.2333333333333333,0.7666666666666667,-2.7755575615628914e-17,-0.6000000000000003,2,2351,23v72344,0,20,20,Outro,Results,2021-09-08T09:57:28Z,1,NA,NA,t2ciiflg,NA,NA,NA,NA,0,random,Baillon,1,2,random,2351,NA,0,0,0,0,0,1,1,2351,NA,0,1,0,70,E23,,NA,NA,1,1,1,1,2351,NA,0,0,0,65,E1,,NA,NA,1,2,1,1,2351,NA,0,0,0,85,E13,,NA,NA,1,3,1,1,2351,NA,0,0,0,20,E2,,NA,NA,1,4,1,1,2351,NA,0,0,0,25,E3,,NA,NA,1,5,1,1,2351,NA,0,0,0,50,E12,,NA,NA,1,6,1,1,2351,NA,0,1,0,70,E23,,NA,NA,1,7,1,1,2351,NA,0,0,0,5,E1,lottery,49,79,1,8,1,1,2351,NA,0,0,0,65,E13,,NA,NA,1,9,1,1,2351,NA,0,1,0,55,E2,,NA,NA,1,10,1,1,2351,NA,0,0,0,10,E3,,NA,NA,1,11,1,1,2351,NA,0,0,0,95,E12,,NA,NA,1,12,1,1,2351,NA,0,26,male,5,single,0,2,21073,yes,rather yes,4,22,3,3,Alle Länder müssen an einem Strang ziehen,Ich alleine kann eh nichts ändern,10,10,1,1
