participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.location,session.config.treatment,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.name,Intro.1.player.id_in_group,Intro.1.player.role,Intro.1.player.payoff,Intro.1.player.location,Intro.1.player.treatment,Intro.1.player.wrong_answer_1,Intro.1.player.wrong_answer_2,Intro.1.player.CQ_1,Intro.1.player.CQ_2,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,Baillon.1.player.id_in_group,Baillon.1.player.role,Baillon.1.player.payoff,Baillon.1.player.review_weather,Baillon.1.player.review_instructions,Baillon.1.player.matching_probability,Baillon.1.player.event_decision,Baillon.1.player.payment_mechanism,Baillon.1.player.pivotal_lottery,Baillon.1.player.pivotal_draw,Baillon.1.group.id_in_subsession,Baillon.1.subsession.round_number,Baillon.1.subsession.pivotal_round,Baillon.1.subsession.lottery_success,Baillon.2.player.id_in_group,Baillon.2.player.role,Baillon.2.player.payoff,Baillon.2.player.review_weather,Baillon.2.player.review_instructions,Baillon.2.player.matching_probability,Baillon.2.player.event_decision,Baillon.2.player.payment_mechanism,Baillon.2.player.pivotal_lottery,Baillon.2.player.pivotal_draw,Baillon.2.group.id_in_subsession,Baillon.2.subsession.round_number,Baillon.2.subsession.pivotal_round,Baillon.2.subsession.lottery_success,Baillon.3.player.id_in_group,Baillon.3.player.role,Baillon.3.player.payoff,Baillon.3.player.review_weather,Baillon.3.player.review_instructions,Baillon.3.player.matching_probability,Baillon.3.player.event_decision,Baillon.3.player.payment_mechanism,Baillon.3.player.pivotal_lottery,Baillon.3.player.pivotal_draw,Baillon.3.group.id_in_subsession,Baillon.3.subsession.round_number,Baillon.3.subsession.pivotal_round,Baillon.3.subsession.lottery_success,Baillon.4.player.id_in_group,Baillon.4.player.role,Baillon.4.player.payoff,Baillon.4.player.review_weather,Baillon.4.player.review_instructions,Baillon.4.player.matching_probability,Baillon.4.player.event_decision,Baillon.4.player.payment_mechanism,Baillon.4.player.pivotal_lottery,Baillon.4.player.pivotal_draw,Baillon.4.group.id_in_subsession,Baillon.4.subsession.round_number,Baillon.4.subsession.pivotal_round,Baillon.4.subsession.lottery_success,Baillon.5.player.id_in_group,Baillon.5.player.role,Baillon.5.player.payoff,Baillon.5.player.review_weather,Baillon.5.player.review_instructions,Baillon.5.player.matching_probability,Baillon.5.player.event_decision,Baillon.5.player.payment_mechanism,Baillon.5.player.pivotal_lottery,Baillon.5.player.pivotal_draw,Baillon.5.group.id_in_subsession,Baillon.5.subsession.round_number,Baillon.5.subsession.pivotal_round,Baillon.5.subsession.lottery_success,Baillon.6.player.id_in_group,Baillon.6.player.role,Baillon.6.player.payoff,Baillon.6.player.review_weather,Baillon.6.player.review_instructions,Baillon.6.player.matching_probability,Baillon.6.player.event_decision,Baillon.6.player.payment_mechanism,Baillon.6.player.pivotal_lottery,Baillon.6.player.pivotal_draw,Baillon.6.group.id_in_subsession,Baillon.6.subsession.round_number,Baillon.6.subsession.pivotal_round,Baillon.6.subsession.lottery_success,Baillon.7.player.id_in_group,Baillon.7.player.role,Baillon.7.player.payoff,Baillon.7.player.review_weather,Baillon.7.player.review_instructions,Baillon.7.player.matching_probability,Baillon.7.player.event_decision,Baillon.7.player.payment_mechanism,Baillon.7.player.pivotal_lottery,Baillon.7.player.pivotal_draw,Baillon.7.group.id_in_subsession,Baillon.7.subsession.round_number,Baillon.7.subsession.pivotal_round,Baillon.7.subsession.lottery_success,Baillon.8.player.id_in_group,Baillon.8.player.role,Baillon.8.player.payoff,Baillon.8.player.review_weather,Baillon.8.player.review_instructions,Baillon.8.player.matching_probability,Baillon.8.player.event_decision,Baillon.8.player.payment_mechanism,Baillon.8.player.pivotal_lottery,Baillon.8.player.pivotal_draw,Baillon.8.group.id_in_subsession,Baillon.8.subsession.round_number,Baillon.8.subsession.pivotal_round,Baillon.8.subsession.lottery_success,Baillon.9.player.id_in_group,Baillon.9.player.role,Baillon.9.player.payoff,Baillon.9.player.review_weather,Baillon.9.player.review_instructions,Baillon.9.player.matching_probability,Baillon.9.player.event_decision,Baillon.9.player.payment_mechanism,Baillon.9.player.pivotal_lottery,Baillon.9.player.pivotal_draw,Baillon.9.group.id_in_subsession,Baillon.9.subsession.round_number,Baillon.9.subsession.pivotal_round,Baillon.9.subsession.lottery_success,Baillon.10.player.id_in_group,Baillon.10.player.role,Baillon.10.player.payoff,Baillon.10.player.review_weather,Baillon.10.player.review_instructions,Baillon.10.player.matching_probability,Baillon.10.player.event_decision,Baillon.10.player.payment_mechanism,Baillon.10.player.pivotal_lottery,Baillon.10.player.pivotal_draw,Baillon.10.group.id_in_subsession,Baillon.10.subsession.round_number,Baillon.10.subsession.pivotal_round,Baillon.10.subsession.lottery_success,Baillon.11.player.id_in_group,Baillon.11.player.role,Baillon.11.player.payoff,Baillon.11.player.review_weather,Baillon.11.player.review_instructions,Baillon.11.player.matching_probability,Baillon.11.player.event_decision,Baillon.11.player.payment_mechanism,Baillon.11.player.pivotal_lottery,Baillon.11.player.pivotal_draw,Baillon.11.group.id_in_subsession,Baillon.11.subsession.round_number,Baillon.11.subsession.pivotal_round,Baillon.11.subsession.lottery_success,Baillon.12.player.id_in_group,Baillon.12.player.role,Baillon.12.player.payoff,Baillon.12.player.review_weather,Baillon.12.player.review_instructions,Baillon.12.player.matching_probability,Baillon.12.player.event_decision,Baillon.12.player.payment_mechanism,Baillon.12.player.pivotal_lottery,Baillon.12.player.pivotal_draw,Baillon.12.group.id_in_subsession,Baillon.12.subsession.round_number,Baillon.12.subsession.pivotal_round,Baillon.12.subsession.lottery_success,Outro.1.player.id_in_group,Outro.1.player.role,Outro.1.player.payoff,Outro.1.player.Age,Outro.1.player.Gender,Outro.1.player.Education,Outro.1.player.Family,Outro.1.player.Kids,Outro.1.player.Income,Outro.1.player.ZIP,Outro.1.player.Vac,Outro.1.player.Comprehension,Outro.1.player.Usage,Outro.1.player.Temp,Outro.1.player.Accuracy,Outro.1.player.Credibility,Outro.1.player.CLICCS1,Outro.1.player.CLICCS2,Outro.1.player.Risk_General,Outro.1.player.Risk_Weather,Outro.1.group.id_in_subsession,Outro.1.subsession.round_number
1,oez8vmum,,0,0,20,,,,0,,,0.0,896c9o0m,,,,,1,random,random,2.0,1.0,Baillon,1,,0.0,Ilomantsi,interval,0,0,,,1,1,1,,0.0,0,0,,E1,,,,1,1,0,0,1,,0.0,0,0,,E3,,,,1,2,0,0,1,,0.0,0,0,,E2,,,,1,3,0,0,1,,0.0,0,0,,E13,,,,1,4,0,0,1,,0.0,0,0,,E23,,,,1,5,0,0,1,,0.0,0,0,,E12,,,,1,6,0,0,1,,0.0,0,0,,E1,,,,1,7,0,0,1,,0.0,0,0,,E3,,,,1,8,0,0,1,,0.0,0,0,,E2,,,,1,9,0,0,1,,0.0,0,0,,E13,,,,1,10,1,1,1,,0.0,0,0,,E23,,,,1,11,0,0,1,,0.0,0,0,,E12,,,,1,12,0,0,1,,0.0,,,,,,,,,,,,,,,,,,1,1
1,x2hj0svu,TESTuser,0,3,20,Baillon,Baillon_Decision,2021-09-02 09:20:47.456453,1,,,0.0,t2ciiflg,,,,,0,random,random,2.0,1.0,Baillon,1,,0.0,Weiskirchen,both,0,0,0,0,1,1,1,,0.0,0,0,,E2,,,,1,1,1,1,1,,0.0,0,0,,E23,,,,1,2,1,1,1,,0.0,0,0,,E3,,,,1,3,1,1,1,,0.0,0,0,,E12,,,,1,4,1,1,1,,0.0,0,0,,E13,,,,1,5,1,1,1,,0.0,0,0,,E1,,,,1,6,1,1,1,,0.0,0,0,,E2,,,,1,7,1,1,1,,0.0,0,0,,E23,,,,1,8,1,1,1,,0.0,0,0,,E3,,,,1,9,1,1,1,,0.0,0,0,,E12,,,,1,10,1,1,1,,0.0,0,0,,E13,,,,1,11,1,1,1,,0.0,0,0,,E1,,,,1,12,1,1,1,,0.0,,,,,,,,,,,,,,,,,,1,1
2,xzepl0r7,ae5cb5802ca588f73a81e42242d1ae4c,0,6,20,Baillon,Baillon_Decision,2021-09-02 10:56:24.856357,1,,,0.0,t2ciiflg,,,,,0,random,random,2.0,1.0,Baillon,2,,0.0,Weiskirchen,both,0,0,0,0,1,1,2,,0.0,0,0,50,E3,,,,1,1,1,1,2,,0.0,0,0,60,E12,,,,1,2,1,1,2,,0.0,0,0,30,E23,,,,1,3,1,1,2,,0.0,0,0,,E2,,,,1,4,1,1,2,,0.0,0,0,,E13,,,,1,5,1,1,2,,0.0,0,0,,E1,,,,1,6,1,1,2,,0.0,0,0,,E3,,,,1,7,1,1,2,,0.0,0,0,,E12,,,,1,8,1,1,2,,0.0,0,0,,E23,,,,1,9,1,1,2,,0.0,0,0,,E2,,,,1,10,1,1,2,,0.0,0,0,,E13,,,,1,11,1,1,2,,0.0,0,0,,E1,,,,1,12,1,1,2,,0.0,,,,,,,,,,,,,,,,,,1,1
3,lcsgtdi5,0e379132b6dab27b63921c941312840f,0,20,20,Outro,Results,2021-09-02 11:06:03.158054,1,,,10.0,t2ciiflg,,,,,0,random,random,2.0,1.0,Baillon,3,,0.0,Ilomantsi,interval,6,6,0,0,1,1,3,,0.0,0,0,67,E13,,,,1,1,1,1,3,,0.0,0,0,67,E12,,,,1,2,1,1,3,,0.0,0,0,34,E1,,,,1,3,1,1,3,,0.0,0,0,67,E23,,,,1,4,1,1,3,,0.0,0,0,34,E3,,,,1,5,1,1,3,,0.0,0,0,34,E2,,,,1,6,1,1,3,,0.0,0,0,66,E13,,,,1,7,1,1,3,,10.0,0,0,67,E12,lottery,85,6,1,8,1,1,3,,0.0,0,0,34,E1,,,,1,9,1,1,3,,0.0,0,0,67,E23,,,,1,10,1,1,3,,0.0,0,0,34,E3,,,,1,11,1,1,3,,0.0,0,0,34,E2,,,,1,12,1,1,3,,0.0,52,female,3,distance marriage,0,2,98587,no interest,rather yes,4,17,2,2,extrem schlimm sowas ,versuche mein bestes ,0,4,1,1
4,1o2bzoo4,05cf0765bae91c272081441c378edc13,0,2,20,Intro,Intro_Instructions,2021-09-02 11:13:37.611881,1,,,0.0,t2ciiflg,,,,,0,random,random,2.0,1.0,Baillon,4,,0.0,Ilomantsi,both,0,0,,,1,1,4,,0.0,0,0,,E13,,,,1,1,1,1,4,,0.0,0,0,,E1,,,,1,2,1,1,4,,0.0,0,0,,E3,,,,1,3,1,1,4,,0.0,0,0,,E2,,,,1,4,1,1,4,,0.0,0,0,,E23,,,,1,5,1,1,4,,0.0,0,0,,E12,,,,1,6,1,1,4,,0.0,0,0,,E13,,,,1,7,1,1,4,,0.0,0,0,,E1,,,,1,8,1,1,4,,0.0,0,0,,E3,,,,1,9,1,1,4,,0.0,0,0,,E2,,,,1,10,1,1,4,,0.0,0,0,,E23,,,,1,11,1,1,4,,0.0,0,0,,E12,,,,1,12,1,1,4,,0.0,,,,,,,,,,,,,,,,,,1,1
5,2hhyg71s,f7c3f49d1b16d8bcd0bd5e8876938aa4,0,2,20,Intro,Intro_Instructions,2021-09-02 11:14:18.814094,1,,,0.0,t2ciiflg,,,,,0,random,random,2.0,1.0,Baillon,5,,0.0,Weiskirchen,best_guess,0,0,,,1,1,5,,0.0,0,0,,E1,,,,1,1,1,1,5,,0.0,0,0,,E2,,,,1,2,1,1,5,,0.0,0,0,,E12,,,,1,3,1,1,5,,0.0,0,0,,E23,,,,1,4,1,1,5,,0.0,0,0,,E13,,,,1,5,1,1,5,,0.0,0,0,,E3,,,,1,6,1,1,5,,0.0,0,0,,E1,,,,1,7,1,1,5,,0.0,0,0,,E2,,,,1,8,1,1,5,,0.0,0,0,,E12,,,,1,9,1,1,5,,0.0,0,0,,E23,,,,1,10,1,1,5,,0.0,0,0,,E13,,,,1,11,1,1,5,,0.0,0,0,,E3,,,,1,12,1,1,5,,0.0,,,,,,,,,,,,,,,,,,1,1
6,a437aind,ca48f818955f9a22b31d290dc2a28723,0,20,20,Outro,Results,2021-09-02 11:22:18.217598,1,,,10.0,t2ciiflg,,,,,0,random,random,2.0,1.0,Baillon,6,,0.0,Ilomantsi,both,0,0,0,0,1,1,6,,0.0,0,0,70,E23,,,,1,1,1,1,6,,0.0,0,0,70,E12,,,,1,2,1,1,6,,0.0,0,0,40,E2,,,,1,3,1,1,6,,0.0,0,0,7,E13,,,,1,4,1,1,6,,0.0,0,0,40,E3,,,,1,5,1,1,6,,0.0,0,0,40,E1,,,,1,6,1,1,6,,0.0,0,0,70,E23,,,,1,7,1,1,6,,10.0,0,0,70,E12,bet,29,,1,8,1,1,6,,0.0,0,0,40,E2,,,,1,9,1,1,6,,0.0,0,0,70,E13,,,,1,10,1,1,6,,0.0,0,0,40,E3,,,,1,11,1,1,6,,0.0,0,0,40,E1,,,,1,12,1,1,6,,0.0,29,female,4,married,0,5,85757,yes,rather yes,3,20,2,3,Zu starke Extreme,Bewusster leben ,5,8,1,1
7,wgotr1hb,85e30c114c02e93c740170b10b21c2b9,0,7,20,Baillon,Baillon_Decision,2021-09-02 11:23:33.658183,1,,,0.0,t2ciiflg,,,,,0,random,random,2.0,1.0,Baillon,7,,0.0,Weiskirchen,interval,0,0,0,0,1,1,7,,0.0,0,0,75,E2,,,,1,1,1,1,7,,0.0,0,0,75,E1,,,,1,2,1,1,7,,0.0,0,0,60,E23,,,,1,3,1,1,7,,0.0,1,1,90,E13,,,,1,4,1,1,7,,0.0,0,0,,E12,,,,1,5,1,1,7,,0.0,0,0,,E3,,,,1,6,1,1,7,,0.0,0,0,,E2,,,,1,7,1,1,7,,0.0,0,0,,E1,,,,1,8,1,1,7,,0.0,0,0,,E23,,,,1,9,1,1,7,,0.0,0,0,,E13,,,,1,10,1,1,7,,0.0,0,0,,E12,,,,1,11,1,1,7,,0.0,0,0,,E3,,,,1,12,1,1,7,,0.0,,,,,,,,,,,,,,,,,,1,1
8,qyi19xga,6ccf7afc080efce8a5d08fe2b3547b3e,0,20,20,Outro,Results,2021-09-02 11:25:21.759244,1,,,10.0,t2ciiflg,,,,,0,random,random,2.0,1.0,Baillon,8,,0.0,Weiskirchen,interval,0,0,0,0,1,1,8,,0.0,0,0,45,E23,,,,1,1,1,1,8,,0.0,0,0,55,E2,,,,1,2,1,1,8,,0.0,0,0,45,E12,,,,1,3,1,1,8,,0.0,0,0,40,E3,,,,1,4,1,1,8,,0.0,0,0,35,E13,,,,1,5,1,1,8,,0.0,0,0,55,E1,,,,1,6,1,1,8,,0.0,0,0,30,E23,,,,1,7,1,1,8,,10.0,0,0,60,E2,lottery,85,58,1,8,1,1,8,,0.0,0,0,40,E12,,,,1,9,1,1,8,,0.0,0,0,55,E3,,,,1,10,1,1,8,,0.0,0,0,60,E13,,,,1,11,1,1,8,,0.0,0,0,65,E1,,,,1,12,1,1,8,,0.0,40,male,7,married,0,5,53121,no,rather yes,3,21,2,3,Die dynamik noch in den Griff zu bekommen.,Ich kann mich gut verhalten werde aber trotzdem nichts ändern können.,6,7,1,1
9,apsm368s,4b27f3587ffb4e884f9384500b788848,0,2,20,Intro,Intro_Instructions,2021-09-02 11:28:09.124574,1,,,0.0,t2ciiflg,,,,,0,random,random,2.0,1.0,Baillon,9,,0.0,Ilomantsi,both,0,0,,,1,1,9,,0.0,0,0,,E3,,,,1,1,1,1,9,,0.0,0,0,,E23,,,,1,2,1,1,9,,0.0,0,0,,E12,,,,1,3,1,1,9,,0.0,0,0,,E13,,,,1,4,1,1,9,,0.0,0,0,,E1,,,,1,5,1,1,9,,0.0,0,0,,E2,,,,1,6,1,1,9,,0.0,0,0,,E3,,,,1,7,1,1,9,,0.0,0,0,,E23,,,,1,8,1,1,9,,0.0,0,0,,E12,,,,1,9,1,1,9,,0.0,0,0,,E13,,,,1,10,1,1,9,,0.0,0,0,,E1,,,,1,11,1,1,9,,0.0,0,0,,E2,,,,1,12,1,1,9,,0.0,,,,,,,,,,,,,,,,,,1,1
