session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
titj52gx,1,e37a3bkt,1,Intro,Intro_Welcome,1630568249,1,0,0
t2ciiflg,1,x2hj0svu,0,,InitializeParticipant,1630574447,1,0,0
t2ciiflg,1,x2hj0svu,1,Intro,Intro_Welcome,1630574451,1,0,0
t2ciiflg,2,xzepl0r7,0,,InitializeParticipant,1630580184,1,0,0
t2ciiflg,2,xzepl0r7,1,Intro,Intro_Welcome,1630580205,1,0,0
t2ciiflg,2,xzepl0r7,2,Intro,Intro_Instructions,1630580517,1,0,0
t2ciiflg,2,xzepl0r7,3,Baillon,Baillon_Decision,1630580571,1,0,0
t2ciiflg,2,xzepl0r7,4,Baillon,Baillon_Decision,1630580620,2,0,0
t2ciiflg,2,xzepl0r7,5,Baillon,Baillon_Decision,1630580713,3,0,0
t2ciiflg,3,lcsgtdi5,0,,InitializeParticipant,1630580763,1,0,0
t2ciiflg,3,lcsgtdi5,1,Intro,Intro_Welcome,1630580772,1,0,0
t2ciiflg,4,1o2bzoo4,0,,InitializeParticipant,1630581217,1,0,0
t2ciiflg,1,x2hj0svu,2,Intro,Intro_Instructions,1630581245,1,0,0
t2ciiflg,5,2hhyg71s,0,,InitializeParticipant,1630581258,1,0,0
t2ciiflg,4,1o2bzoo4,1,Intro,Intro_Welcome,1630581276,1,0,0
t2ciiflg,5,2hhyg71s,1,Intro,Intro_Welcome,1630581284,1,0,0
t2ciiflg,3,lcsgtdi5,2,Intro,Intro_Instructions,1630581577,1,0,0
t2ciiflg,3,lcsgtdi5,3,Baillon,Baillon_Decision,1630581718,1,0,0
t2ciiflg,3,lcsgtdi5,4,Baillon,Baillon_Decision,1630581736,2,0,0
t2ciiflg,6,a437aind,0,,InitializeParticipant,1630581738,1,0,0
t2ciiflg,3,lcsgtdi5,5,Baillon,Baillon_Decision,1630581745,3,0,0
